Textbox1
"Omejitve izpisa:
Leto: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017
ReCO: vse
Občina: vse
Vrsta enote: Prostovoljna teritorialna gasilska društva, Poklicne gasilske enote, Industrijska gasilska društva"

VrstaDogodka1,Leto1,Textbox40,Dogodek,PKID2,Textbox29
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na gozdnih in grmovnih površinah,1.445,7.239,0,5,234.372,,Prostovoljna teritorialna gasilska društva,1.300,6.627,0,5,224.435,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na obdelanih površinah,83,424,0,1,3.219,,Poklicne gasilske enote,32,105,,,1.453,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na obdelanih površinah,83,424,0,1,3.219,,Prostovoljna teritorialna gasilska društva,51,319,0,1,1.766,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na travniških površinah,912,4.821,0,0,75.632,,Industrijska gasilska društva,2,12,,,368,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na travniških površinah,912,4.821,0,0,75.632,,Poklicne gasilske enote,241,762,0,0,45.640,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,požari na travniških površinah,912,4.821,0,0,75.632,,Prostovoljna teritorialna gasilska društva,669,4.047,0,0,29.624,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,"požari na smetiščih, odlagališčih",485,2.585,0,0,61.813,,Poklicne gasilske enote,229,969,0,0,30.885,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,"požari na smetiščih, odlagališčih",485,2.585,0,0,61.813,,Prostovoljna teritorialna gasilska društva,256,1.616,0,0,30.928,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,drugi požari v naravi oziroma na prostem,667,3.193,0,1,23.942,,Poklicne gasilske enote,338,1.272,0,0,12.748,
2006,8.550,50.975,0,21,1.303.565,,Požari v naravi oziroma na prostem,3.592,18.262,0,7,398.978,,drugi požari v naravi oziroma na prostem,667,3.193,0,1,23.942,,Prostovoljna teritorialna gasilska društva,329,1.921,0,1,11.195,
2006,8.550,50.975,0,21,1.303.565,,Požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,Industrijska gasilska društva,1,2,,,,
2006,8.550,50.975,0,21,1.303.565,,Požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,Poklicne gasilske enote,416,1.348,0,0,11.951,
2006,8.550,50.975,0,21,1.303.565,,Požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,požari v komunalnih in drugih zabojnikih,674,2.613,0,1,21.018,,Prostovoljna teritorialna gasilska društva,257,1.263,0,1,9.067,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Stanovanjske stavbe,1.730,11.508,0,6,148.097,,Industrijska gasilska društva,3,12,,,829,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Stanovanjske stavbe,1.730,11.508,0,6,148.097,,Poklicne gasilske enote,563,2.738,0,0,33.635,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Stanovanjske stavbe,1.730,11.508,0,6,148.097,,Prostovoljna teritorialna gasilska društva,1.164,8.758,0,6,113.633,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Nestanovanjske stavbe,1.251,9.006,0,7,361.636,,Industrijska gasilska društva,8,54,0,0,1.933,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Nestanovanjske stavbe,1.251,9.006,0,7,361.636,,Poklicne gasilske enote,497,2.248,0,0,104.295,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Nestanovanjske stavbe,1.251,9.006,0,7,361.636,,Prostovoljna teritorialna gasilska društva,746,6.704,0,7,255.408,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Objekti transportne infrastrukture,7,26,0,0,364,,Poklicne gasilske enote,4,12,0,0,100,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Objekti transportne infrastrukture,7,26,0,0,364,,Prostovoljna teritorialna gasilska društva,3,14,,,264,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",73,413,0,0,2.849,,Poklicne gasilske enote,20,89,0,0,823,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",73,413,0,0,2.849,,Prostovoljna teritorialna gasilska društva,53,324,0,0,2.026,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Kompleksni industrijski objekti,30,116,0,0,1.105,,Industrijska gasilska društva,1,6,,,,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Kompleksni industrijski objekti,30,116,0,0,1.105,,Poklicne gasilske enote,21,55,0,0,578,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Kompleksni industrijski objekti,30,116,0,0,1.105,,Prostovoljna teritorialna gasilska društva,8,55,0,0,527,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Drugi gradbeni inženirski objekti,117,721,0,1,9.584,,Industrijska gasilska društva,1,3,,,,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Drugi gradbeni inženirski objekti,117,721,0,1,9.584,,Poklicne gasilske enote,44,209,0,1,2.624,
2005,6.831,40.108,0,15,1.147.422,,Požari v objektih,3.208,21.790,0,14,523.635,,Drugi gradbeni inženirski objekti,117,721,0,1,9.584,,Prostovoljna teritorialna gasilska društva,72,509,0,0,6.960,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih cestnega prometa,609,3.275,0,0,60.008,,Industrijska gasilska društva,1,2,,,,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih cestnega prometa,609,3.275,0,0,60.008,,Poklicne gasilske enote,326,1.415,0,0,15.203,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih cestnega prometa,609,3.275,0,0,60.008,,Prostovoljna teritorialna gasilska društva,282,1.858,0,0,44.805,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,"požari na delovnih, kmetijskih in gradbenih strojih",25,139,0,0,1.089,,Poklicne gasilske enote,6,26,0,0,150,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,"požari na delovnih, kmetijskih in gradbenih strojih",25,139,0,0,1.089,,Prostovoljna teritorialna gasilska društva,19,113,0,0,939,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih železniškega prometa,17,120,,,683,,Poklicne gasilske enote,11,67,,,683,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih železniškega prometa,17,120,,,683,,Prostovoljna teritorialna gasilska društva,6,53,,,,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih zračnega prometa,3,52,,,2.888,,Prostovoljna teritorialna gasilska društva,3,52,,,2.888,
2005,6.831,40.108,0,15,1.147.422,,Požari na prometnih sredstvih,656,3.594,0,0,64.668,,požari na sredstvih vodnega prometa,2,8,,,,,Poklicne gasilske enote,2,8,,,,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na gozdnih in grmovnih površinah,441,2.678,0,0,33.160,,Poklicne gasilske enote,103,342,0,0,6.926,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na gozdnih in grmovnih površinah,441,2.678,0,0,33.160,,Prostovoljna teritorialna gasilska društva,338,2.336,0,0,26.235,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na obdelanih površinah,52,173,0,0,1.251,,Poklicne gasilske enote,23,63,0,0,975,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na obdelanih površinah,52,173,0,0,1.251,,Prostovoljna teritorialna gasilska društva,29,110,0,0,276,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na travniških površinah,1.057,5.792,0,1,396.823,,Poklicne gasilske enote,316,966,0,0,318.792,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,požari na travniških površinah,1.057,5.792,0,1,396.823,,Prostovoljna teritorialna gasilska društva,741,4.826,0,1,78.032,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,"požari na smetiščih, odlagališčih",339,1.597,0,0,15.379,,Poklicne gasilske enote,154,523,0,0,4.228,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,"požari na smetiščih, odlagališčih",339,1.597,0,0,15.379,,Prostovoljna teritorialna gasilska društva,185,1.074,0,0,11.151,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,drugi požari v naravi oziroma na prostem,511,2.509,0,0,85.653,,Poklicne gasilske enote,266,970,0,0,15.050,
2005,6.831,40.108,0,15,1.147.422,,Požari v naravi oziroma na prostem,2.400,12.749,0,1,532.267,,drugi požari v naravi oziroma na prostem,511,2.509,0,0,85.653,,Prostovoljna teritorialna gasilska društva,245,1.539,0,0,70.603,
2005,6.831,40.108,0,15,1.147.422,,Požari v komunalnih in drugih zabojnikih,567,1.975,0,0,26.852,,požari v komunalnih in drugih zabojnikih,567,1.975,0,0,26.852,,Poklicne gasilske enote,368,1.073,0,0,5.429,
2005,6.831,40.108,0,15,1.147.422,,Požari v komunalnih in drugih zabojnikih,567,1.975,0,0,26.852,,požari v komunalnih in drugih zabojnikih,567,1.975,0,0,26.852,,Prostovoljna teritorialna gasilska društva,199,902,0,0,21.423,

Leto3,Textbox41,Textbox42,Textbox43,Textbox44,Textbox45,Textbox46,VrstaEnote1,Textbox50,Textbox51,Textbox52,Textbox53,Textbox54,Textbox55,Enota,PKID,Sodelujoci,Mrtvi,Poskodovani,Stroski,Oddaljenost
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,AERODROM LJUBLJANA,1,4,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,ELAN BEGUNJE,1,3,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,GORENJE VARSTROJ LENDAVA,1,3,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,NAFTA LENDAVA,10,30,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,PGE GORENJE VELENJE,3,9,0,0,"505,21",10
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,PREMOGOVNIK VELENJE,1,14,0,0,"4.611,57",12
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,SALONIT ANHOVO,2,15,,0,,1
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,SAVA KRANJ,1,7,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,IGE,23,103,0,0,"6.161,06",24,STEKLARNA HRASTNIK,3,18,,,"1.044,28",1
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,ADLEŠIČI,1,6,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,AJDOVEC,4,26,,0,"886,98",11
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,AJDOVŠČINA,20,46,0,0,,1
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,AMBRUS,3,26,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,ANDRAŽ NAD POLZELO,8,93,0,0,"830,92",6
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,ANDREJCI,2,7,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,APAČE,7,61,0,0,"2.397,93",20
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,ARJA VAS,2,8,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,AVČE,3,8,,,,5
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BABIČI,14,82,,0,"4.784,76",119
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BABINCI,2,15,,0,"3.441,16",
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BABNO,5,23,,0,"1.897,12",29
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BAKOVCI,2,23,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BANOVCI,2,18,,,"333,12",0
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BARJE,18,120,0,0,,1
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BEGUNJE,2,17,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BEGUNJE NA GORENJSKEM,5,46,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BELA CERKEV,2,8,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BELTINCI,9,105,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BENEDIKT,8,74,0,0,"1.544,58",26
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BERKOVCI,1,4,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BESNICA,5,70,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BEVČE,13,176,0,0,"7.057,11",43
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BEVKE,2,16,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BISTRICA OB DRAVI,5,53,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BISTRICA PRI TRŽIČU,12,145,0,0,"13.653,00",75
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BIŠ,1,5,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BITNJE,8,65,,,"80,00",4
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BIZELJSKO,4,34,0,0,"3.891,62",21
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BIZOVIK,15,127,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLAGOVICA,8,63,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLATNA BREZOVICA,2,8,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLED,13,130,0,0,"1.683,50",49
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLED - REČICA,4,10,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLEJSKA DOBRAVA,5,45,,,"738,40",7
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BLOKE,2,14,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOČNA,4,24,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BODONCI,2,14,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOGOJINA,2,23,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOHINJSKA BELA,5,41,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOHINJSKA BISTRICA,6,71,0,0,,21
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOHINJSKA ČEŠNJICA,2,26,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOHOVA,3,19,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BORECI,2,11,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOROVCI,3,22,0,0,"353,33",6
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOROVNICA,10,100,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOŠTANJ,4,46,,,"6.115,00",52
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BOVEC,7,62,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRANOSLAVCI,5,30,0,0,"4.625,41",22
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRASLOVČE,8,83,,0,"2.743,78",23
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRDO,3,24,,,"200,00",
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREG - PAKO,1,7,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREG OB SAVI,6,45,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREGE,2,17,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREGINJ,3,21,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREKOVICE,2,13,,0,"15,00",9
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRESNICA,2,14,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRESTANICA,2,4,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZJE,8,65,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZJE NA GORENJSKEM,3,29,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZJE PRI TRŽIČU,1,6,,0,"167,39",3
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZNO - PODVELKA,6,21,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZOVICA,3,27,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZOVICA PRI BOROVNICI,5,64,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREZOVICA PRI LJUBLJANI,4,36,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREŽICE,14,73,0,0,"6.545,38",43
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BREŽICE OKOLICA,7,40,0,0,"2.553,23",21
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRITOF,7,67,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BRUSNICE,4,22,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUČKA,5,41,,0,"4.034,93",39
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUDINCI,1,3,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUKOŠEK,2,15,0,0,"966,60",6
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUKOVCI,12,104,0,0,"5.727,27",50
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUKOVICA ,3,26,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUKOVICA - UTIK,1,22,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUKOVO - ZAKOJCA,2,14,,,,
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUNČANI,1,4,,,"127,61",1
2017,8.595,64.196,0,41,"1.619.025,44",14.815,PGD,6.096,51.600,0,38,"1.259.683,91",10.340,BUTAJNOVA - PLANINA,4,43,,,,
